uid,prompt_language,triples,sentence,human_faithfulness_score,human_faithfulness_reason,human_fluency_score,human_fluency_reason,Annotator
- Komunistická strana Čech a Moravy | successorOf | Komunistická strana Československa","Komunistická strana Čech a Moravy je politická strana, která je krajně levicová, a její zakládací datum je 1990; tato strana je nástupníkem Komunistické strany Československa a je spojena s Pankráckou věznici.",4,,4.0,,4
gpt-oss-120b__cs-qa_fa_cs__Id223,cs,"- Magdalena Dobromila Rettigová | occupation | buditelka
- Magdalena Dobromila Rettigová | occupation | spisovatelka
- Magdalena Dobromila Rettigová | nationality | česká
- Magdalena Dobromila Rettigová | knownFor | autorka
- Domácí kuchařka | author | Magdalena Dobromila Rettigová
- Domácí kuchařka | publicationYear | 1826","Magdalena Dobromila Rettigová byla buditelkou, spisovatelkou a českou; je známá jako autorka, přičemž knihu Domácí kuchařka napsala a byla vydána v roce 1826.",5,,4.0,unnatural,3
llama4-scout-openrouter__sk-qa_cf_cs__Id91,cs,"- Národna bločková lotéria | declaredBy | ministerstvo financií Slovenskej republiky
- ministerstvo financií Slovenskej republiky | country | Piešťany","Národna bločková lotéria byla vyhlášena ministerstvem financí Slovenské republiky, které je součástí Piešťan.",4,,,,3
qwen3_5-122b__cs-qa_fa_cs__Id509,cs,"- Město Jeseník | namedAfter | poloha u jesenického pohoří
- poloha u jesenického pohoří | locatedNear | jesenické pohoří","Město Jeseník je pojmenováno podle polohy u jesenického pohoří, které se nachází poblíž jesenického pohoří.",5,,,,3
gemma4-31B__sk-qa_fa_cs__Id91,cs,"- Národna bločková lotéria | declaredBy | ministerstvo financií Slovenskej republiky
- ministerstvo financií Slovenskej republiky | country | Slovensko","Národna bločková lotéria byla deklarována ministerstvom financií Slovenskej republiky, které patří do státu Slovensko.",4,"skipped translating ""ministerstvo financii""",,,3
gemma4-e4b__sk-qa_cf_en__Id277,en,"- Bánhidské nárečie | partOf | Čachtice
- Bánhidské nárečie | isTypeOf | Slovenské nárečie
- Bánhidské nárečie | hasCharacteristicForm | venku
- Bánhidské nárečie | hasCharacteristicForm | jedenác
- Bánhidské nárečie | hasCharacteristicForm | čepec","The Bánhidské nárečie is a Slovak language that is part of Čachtice and has characteristic forms such as venku, jedenác, and čepec.",5,,5.0,,4
gemma4-e4b__cs-qa_fa_en__Id188,en,"- žvýkačka | producedDuring | socialismus
- žvýkačka | producedIn | Československo
- žvýkačka | hasPackagingFeature | postava chlapečka v sombréru
- žvýkačka | name | Pedro",The chewing gum named Pedro was produced in Československo during socialismus and has packaging featuring a boy in a fedora.,5,,5.0,,1
gpt-oss-120b__sk-qa_fa_en__Id322,en,"- Aupark Tower | location | Bratislava
- Aupark Tower | completionDate | 2007-01-01",Aupark Tower is located in Bratislava and was completed on 2007-01-01.,5,,5.0,,1
qwen3-1_7b__sk-qa_fa_en__Id288,en,"- Prešov | visitedBy | Ján Pavol II
- Prešov | visitedBy | František
- Ján Pavol II | isA | pápež
- František | isA | pápež
- Ján Pavol II | visitTimeframe | 1996-04-29
- František | visitTimeframe | 2021-09-14",Ján Pavol II visited Prešov on 1996-04-29 and František visited Prešov on 2021-09-14. Both Ján Pavol II and František are bishops.,4,,5.0,,1
gemma4-31B__cs-qa_fa_en__Id513,en,"- Lovosice | locatedOn | levý břeh
- levý břeh | partOf | řeka Labe","Lovosice is located on the levý břeh, which is part of the řeka Labe.",5,,4.0,,1
qwen3_5-122b__cs-qa_fa_en__Id487,en,- region Morava | derivedFrom | řeka Moravy,The region Morava is derived from the řeka Moravy.,5,,4.0,,1
qwen3_5-122b__cs-qa_fa_en__Id509,en,"- Město Jeseník | namedAfter | poloha u jesenického pohoří
- poloha u jesenického pohoří | locatedNear | jesenické pohoří","Město Jeseník is named after poloha u jesenického pohoří, which is located near jesenické pohoří.",5,,4.0,,1
qwen3_5-9b__cs-qa_cf_en__Id524,en,"- Polička | foundedBy | Žofie Chotková
- Žofie Chotková | isA | český král","Polička was founded by Žofie Chotková, who is a český král.",5,,4.0,,1
gpt-oss-120b__sk-qa_cf_en__Id249,en,"- Najvýchodnejší slovenský národný park | name | Národný park Poloniny
- Národný park Poloniny | type | národný park
- Národný park Poloniny | location | Čierny Balog
- Národný park Poloniny | position | najvýchodnejší","The most eastern Slovak national park, named Národný park Poloniny, is a national park located in Čierny Balog and is the most eastern.",5,,4.0,,1
llama4-scout-openrouter__sk-qa_fa_en__Id240,en,- Poprad | called | Vstupná Brána Do Vysokých Tatier,Poprad is called the Gateway to the High Tatras.,5,,5.0,,1
gpt-oss-120b__sk-qa_cf_en__Id53,en,"- Nemeckí kolonisti | beganSettling | Poprad
- Nemeckí kolonisti | settlingPeriod | 2024-12-31","The German colonists began settling Poprad, and their settling period is 2024-12-31.",5,,4.0,,4
llama4-scout-openrouter__cs-qa_cf_en__Id436,en,- Česko | locatedIn | Zlínský kraj,Česko is located in Zlínský kraj.,5,,3.0,,1
qwen3_5-122b__sk-qa_fa_en__Id301,en,"- 1. FCB Trenčín | isMostSuccessfulTeam | najvyššia slovenská florbalová liga
- 1. FCB Trenčín | successMetric | počet titulov",FCB Trenčín is the most successful team in the najvyššia slovenská florbalová liga according to the success metric počet titulov.,5,,2.0,,1
gemma4-31B__sk-qa_fa_en__Id200,en,"- Budova | location | Bratislava
- Budova | oppositeTo | OC Avion
- Budova | belongsTo | Ikea","Budova is located in Bratislava, belongs to Ikea, and is opposite to OC Avion.",5,,3.0,,1
gemma4-e2b__sk-qa_cf_en__Id195,en,"- Univerzita Komenského v Bratislave | isType | univerzita
- Univerzita Komenského v Bratislave | country | Bratislava
- Univerzita Komenského v Bratislave | status | aktívna
- Univerzita Komenského v Bratislave | isOldest | true
- Univerzita Komenského v Bratislave | isLargest | true","Univerzita Komenského v Bratislave is a univerzita, is located in Bratislava, is aktívna, is the oldest, and is the largest.",5,,2.0,,1
gpt-oss-120b__sk-qa_cf_en__Id416,en,"- mumifikované telo | locatedIn | Slovensko
- mumifikované telo | belongsTo | Žofie Bosniaková",The mummified body is located in Slovensko and belongs to Žofie Bosniaková.,5,,4.0,,1
gemma4-e2b__cs-qa_fa_en__Id206,en,"- Na samotě u lesa | genre | komedie
- Na samotě u lesa | country | Česko
- Na samotě u lesa | director | Jiří Menzel
- Na samotě u lesa | releaseYear | 1976
- Na samotě u lesa | plot | vypráví o obyčejné pražské rodince Lavičkových
- rodinka Lavičkových | goal | výhodně získat domek na venkově","Na samotě u lesa je komedie z Česka, kterou režisér Jiří Menzel vydal v roce 1976, která vypráví o obyčejné pražské rodince Lavičkových, jejichž cílem je výhodně získat domek na venkově.",1,,1.0,wrong language,1
llama4-scout-openrouter__cs-qa_cf_en__Id187,en,"- České dráhy | isA | železniční dopravce
- České dráhy | country | Kutná Hora
- České dráhy | sizeRank | největší
- Ministerstvo dopravy České republiky | founded | České dráhy","České dráhy is a railway operator and is the largest, based in Kutná Hora. The Ministry of Transport of the Czech Republic was founded by České dráhy.",2,,2.0,,1
qwen3_5-122b__cs-qa_cf_en__Id173,en,"- zámek Všetaty | locatedInDistrict | zámek Všetaty
- zámek Všetaty | isType | okresní město",Zámek Všetaty is located in the district of zámek Všetaty and is a okresní město.,5,,2.0,,1
llama4-scout-openrouter__cs-qa_cf_en__Id484,en,"- okres Beroun | namedAfter | těžba stříbrných rud
- okres Beroun | namedAfter | tavení stříbra",The okres Beroun is named after both the mining of silver ores and the smelting of silver.,5,,4.0,,1
gemma4-31B__sk-qa_fa_en__Id140,en,"- Malý Dunaj | flowsInto | Dunaj
- Malý Dunaj | confluenceLocation | Kolárovo",Malý Dunaj flows into Dunaj at the confluence location of Kolárovo.,5,,4.0,,1
qwen3_5-122b__sk-qa_cf_en__Id58,en,"- Most SNP | locationOf | prvá banská škola v Uhorsku
- prvá banská škola v Uhorsku | foundingDate | 1735-01-01
- prvá banská škola v Uhorsku | country | Uhorsko","The Most SNP is the location of the prvá banská škola v Uhorsku, which was founded on 1735-01-01 in Uhorsko.",5,,4.0,,4
gpt-oss-120b__sk-qa_fa_en__Id416,en,"- mumifikované telo | locatedIn | Teplička nad Váhom
- mumifikované telo | belongsTo | Žofie Bosniaková",The mummified body belongs to Žofie Bosniaková and is located in Teplička nad Váhom.,5,,5.0,,4
qwen3-1_7b__cs-qa_cf_en__Id33,en,"- Největší povodeň v ČR | occurredInYear | 2002
- Největší povodeň v ČR | timeSpan | 5",The greatest flood in the Czech Republic occurred in 2002 and lasted for 5 years.,3,,5.0,,1
llama4-scout-openrouter__cs-qa_cf_en__Id264,en,- Berenika Kohoutová | isA | významný teolog,Berenika Kohoutová is a significant theologian.,5,,5.0,,1
gemma4-31B__sk-qa_cf_en__Id1,en,- UFO most | completionYear | 2024,UFO most has a completion year of 2024.,5,,4.0,,1
tiny-aya-global__sk-qa_cf_en__Id197,en,"- Bratislava | oldGermanName | Košice
- Bratislava | oldGreekName | Istropolis","Košice was known as Bratislava in old German, and Bratislava was called Istropolis in old Greek.",2,,5.0,,1
qwen3_5-122b__cs-qa_cf_en__Id217,en,"- Václav II. | futureRole | český král
- Václav II. | imprisonmentLocation | Bezděz
- Bezděz | region | Českolipsko
- Václav II. | imprisonmentCentury | 1957-12-31","Václav II., who would later become the Czech king, was imprisoned in Bezděz, a location in the Českolipsko region, during the year 1957.",5,,5.0,,4
tiny-aya-global__sk-qa_cf_en__Id107,en,"- Devínsky Hrad | hasCityPart | Petržalka
- Petržalka | isPartOf | Devínsky Hrad
- Petržalka | hasPopulationDensity | highest in Slovakia
- Petržalka | isMostPopulous | true","Petržalka is the most populous city in Slovakia, and it is part of the Devínsky Hrad, which also includes the city of Petržalka.",4,,4.0,,4
gemma4-31B__sk-qa_cf_en__Id447,en,"- Bratislava | isSignificantCity | true
- Bratislava | isLocatedOn | Dunaj
- Štúrovo | isSignificantCity | true
- Štúrovo | isLocatedOn | Dunaj
- Slovensko | isSignificantCity | true
- Slovensko | isLocatedOn | Dunaj
- Bratislava | country | Slovensko
- Štúrovo | country | Slovensko
- Slovensko | country | Slovensko","Bratislava, Štúrovo, and Slovensko are all significant cities located on the Dunaj, and Bratislava, Štúrovo, and Slovensko are all in the country of Slovensko.",5,,2.0,,4
gpt-oss-120b__sk-qa_cf_en__Id91,en,"- Národna bločková lotéria | declaredBy | ministerstvo financií Slovenskej republiky
- ministerstvo financií Slovenskej republiky | country | Piešťany","Národna bločková lotéria was declared by the Ministry of Finance of the Slovak Republic, which has country Piešťany.",5,,4.0,,4
tiny-aya-global__sk-qa_fa_en__Id62,en,"- Fontána pre Zuzanu | isA | hudobný film
- Fontána pre Zuzanu | releaseYear | 1986
- Fontána pre Zuzanu | basedOn | román Eleonóry Gašparovej
- Fontána pre Zuzanu | musicComposer | Vašo Patejdl","The film Fontána pre Zuzanu is a musical film released in 1996, based on the novel by Eleonóra Gašparová, and composed by Vašo Patejdl.",4,,4.0,,2
gpt-oss-120b__cs-qa_cf_en__Id180,en,"- Nejsevernější národní park v České republice | hasName | budova hlavního nádraží v Praze
- budova hlavního nádraží v Praze | isLocatedIn | Česká republika
- budova hlavního nádraží v Praze | hasProperty | nejsevernější",The northernmost national park in the Czech Republic is named the main railway station building in Prague. The main railway station building in Prague is located in the Czech Republic and has the property of being the northernmost.,5,,4.0,,4
qwen3_5-122b__sk-qa_fa_en__Id254,en,"- Historická budova Slovenského národného divadla | location | Hviezdoslavovo námestie
- Hviezdoslavovo námestie | locatedIn | Bratislava","The Historická budova Slovenského národného divadla is located at Hviezdoslavovo námestie, which is situated in Bratislava.",5,,5.0,,4
qwen3_5-122b__cs-qa_cf_en__Id228,en,"- kraj Vysočina | isA | historická země
- kraj Vysočina | location | severovýchod České republiky",Kraj Vysočina je historická země nacházející se na severovýchodě České republiky.,1,,5.0,,4
gemma4-31B__sk-qa_cf_en__Id211,en,"- západná časť | partOf | D2
- D2 | type | dialnica
- západná časť | startsAt | cezhraničný most nad riekou Morava
- cezhraničný most nad riekou Morava | location | Budova Slovenského rozhlasu
- cezhraničný most nad riekou Morava | crosses | rieka Morava","The western part is part of the D2 motorway, which starts at the cross-border bridge over the Morava river that crosses the Morava river and is located at the Slovak Radio Building.",5,,4.0,,4
qwen3_5-122b__sk-qa_cf_en__Id269,en,"- Slovensko | isLocatedIn | Rožňava
- Rožňava | isTypeOf | okres","Slovensko is located in Rožňava, which is an okres.",5,,3.0,"untranslated ""okres""",2
gemma4-e2b__cs-qa_fa_en__Id10,en,- Kladensko | minedResource | uhlí,Kladensko is minedResource uhlí.,4,,1.0,,2
qwen3-1_7b__cs-qa_cf_en__Id156,en,"- Odrůda David | isCultivarOf | hrušeň
- Odrůda David | breedingLocation | Orlické hory
- Odrůda David | ripeningMonth | prosinec","Odrůda David is a cultivar of hrušeň, bred in Orlické hory, and ripens in November.",4,,3.0,"untranslated ""hrušeň""",2
gemma4-31B__cs-qa_cf_en__Id389,en,"- Komunistická strana Čech a Moravy | politicalIdeology | krajně levicová
- Komunistická strana Čech a Moravy | country | Pankrácká věznice
- Komunistická strana Čech a Moravy | type | politická strana
- Komunistická strana Čech a Moravy | foundingDate | 1990
- Komunistická strana Čech a Moravy | successorOf | Komunistická strana Československa","Komunistická strana Čech a Moravy is a political party founded in 1990 that is a successor of Komunistická strana Československa, has a far-left political ideology, and is located in Pankrácká věznice.",5,,5.0,,2
qwen3-1_7b__cs-qa_cf_en__Id430,en,"- Josef Jungmann | occupation | básník
- Josef Jungmann | occupation | lingvista
- Josef Jungmann | birthDate | 1773
- Josef Jungmann | nationality | český
- Josef Jungmann | role | vedoucí osobnost
- Josef Jungmann | associatedWith | české národní obrození
- Josef Jungmann | coCreatorWith | Radoslav Brzobohatý
- Josef Jungmann a Josef Dobrovský | consideredAs | tvůrce moderní češtiny","Josef Jungmann was a Czech writer and linguist born in 1773, known for his role as the leading figure in the Czech national revival, and associated with the Czech national theater. He was also a co-creator of modern Czech language with Radoslav Brzobohatý.",3,"hallucinated ""associated with the Czech national theater""",5.0,,2
gemma4-e2b__cs-qa_cf_en__Id396,en,"- Česká hudební skupina | hasName | Nightwork
- Nightwork | activeFrom | 2006-01-01
- Nightwork | activeUntil | 1990
- Nightwork | hasMember | Jakub Prachař
- Nightwork | hasMember | Vojtěch Dyk","The Czech music group Nightwork has the name Nightwork, was active from 2006-01-01 until 1990, and has members Jakub Prachař and Vojtěch Dyk.",5,,4.0,,2
llama4-scout-openrouter__sk-qa_cf_en__Id318,en,- Múzeum školstva a pedagogiky | location | Pod Kráľovou hoľou,The Múzeum školstva a pedagogiky is located under Kráľová hoľou.,5,,3.0,"partially untranslated, weird inflection of Slovak",2
llama4-scout-openrouter__cs-qa_fa_en__Id386,en,- vozy Policie České republiky | hasMotto | Pomáhat a chránit,"The Policie České republiky has the motto ""Pomáhat a chránit"".",4,"missing ""vozy""",3.0,untranslated PČR,2
tiny-aya-global__sk-qa_cf_en__Id77,en,"- Na love | hasModerator | Žofie Bosniaková
- Na love | isType | televízna relácia
- Na love | hasLanguage | slovenská",Žofie Bosniaková moderuje slovenskú televíznu reláciu Na love.,1,,5.0,,2
qwen3-1_7b__cs-qa_fa_en__Id303,en,"- Andrej Babiš | owns | Mladá fronta
- Andrej Babiš | owns | mediální skupina Mafra
- Andrej Babiš | ownershipStartDate | 2013-01-01","Andrej Babiš owns the political party Mladá fronta and the media group Mafra, with the ownership starting on January 1, 2013.",4,hallucinated political party,5.0,,2
qwen3_5-122b__cs-qa_fa_en__Id8,en,"- Karel Gott | nationality | český
- Karel Gott | profession | zpěvák
- Karel Gott | award | Zlatý slavík
- Karel Gott | awardCount | 1
- Zlatý slavík | awardFrequency | nejvíckrát","Karel Gott, a Czech singer, has won the Zlatý slavík award once, which is the most frequent occurrence of this award.",4,,4.0,,2
llama4-scout-openrouter__cs-qa_fa_en__Id200,en,"- Návrat idiota | genre | romantická komedie
- Návrat idiota | countryOfOrigin | Česká
- Návrat idiota | director | Saša Gedeon
