eid,category,shape,shape_type,size,sentence,reasoning
Id47,geography,,,2,"Pavelková is located in CHKO Dunajské luhy, which is a geomorphological subunit.","We need to produce fluent English prose expressing both triples. Triples: 1. Pavelková locatedIn CHKO Dunajské luhy. 2. CHKO Dunajské luhy isA geomorfologický podcelok. We need to translate non-proper entities into English. ""CHKO Dunajské luhy"" is a proper named entity (likely a protected area). ""geomorfologický podcelok"" is Czech phrase meaning ""geomorphological subunit"". We need to translate that to English: ""geomorphological subunit"". So second triple: CHKO Dunajské luhy is a geomorphological subunit. First triple: Pavelková is located in CHKO Dunajské luhy. ""Pavelková"" is likely a place (maybe a village). It's a proper name, keep as is. Thus sentence: ""Pavelková is located in CHKO Dunajské luhy, which is a geomorphological subunit."" That includes both facts. Ensure we don't add extra info. That's fine. Output only sentence(s)."
Id48,sports,,,1,The Medzinárodný maratón mieru v Košiciach was founded by Vašo Patejdl.,"We need to produce a fluent English sentence expressing the triple: subject ""Medzinárodný maratón mieru v Košiciach"" (which is Slovak for ""International Peace Marathon in Košice""? Actually ""Medzinárodný maratón mieru v Košiciach"" is a proper name, likely a proper named entity. So keep as is. Predicate ""foundedBy"". Object ""Vašo Patejdl"" (a proper name). So sentence: ""The Medzinárodný maratón mieru v Košiciach was founded by Vašo Patejdl."" Ensure we use exactly the given info. Should we include ""the""? Probably okay. Use proper translation of predicate: ""was founded by"". So final answer: ""The Medzinárodný maratón mieru v Košiciach was founded by Vašo Patejdl."""
Id49,geography,,,1,The origin type of Bratislava is volcanic.,"We need to produce a fluent English sentence expressing the triple: subject ""Bratislava"", predicate ""originType"", object ""sopečný"". Need to translate predicate to English: ""origin type"". Object ""sopečný"" is not a proper named entity; it's a Czech word meaning ""volcanic"". Should we translate? The instruction: ""Translate any entity that is NOT a proper named entity into English (e.g. common nouns, roles, generic descriptions). Keep proper named entities ... in their original form."" So ""sopečný"" is a common adjective, not a proper name, so we need to translate it into English. So ""volcanic"". So sentence: ""Bratislava has an origin type of volcanic."" Or ""The origin type of Bratislava is volcanic."" That expresses the fact. Use only given info. So produce: ""The origin type of Bratislava is volcanic."""
Id50,history,,,3,Academia Istropolitana was founded by Miloš Alexander Bazovský and is located in Bratislava. Miloš Alexander Bazovský holds the title king.,"We need to produce fluent English prose expressing all facts. Triples: 1. Academia Istropolitana | foundedBy | Miloš Alexander Bazovský 2. Academia Istropolitana | location | Bratislava 3. Miloš Alexander Bazovský | title | kráľ We need to translate predicate into English: ""founded by"", ""location"" maybe ""is located in"". Title: ""has the title"". So we can say: ""Academia Istropolitana was founded by Miloš Alexander Bazovský and is located in Bratislava; Miloš Alexander Bazovský holds the title kráľ."" We must keep proper names unchanged. ""kráľ"" is not a proper name, it's a title (means king in Slovak). It's not a proper named entity, so translate to English? The instruction: ""Translate any entity that is NOT a proper named entity into English (e.g. common nouns, roles, generic descriptions). Keep proper named entities (names of people, places, organisations, works, etc.) in their original form."" So ""kráľ"" is a common noun (title), so translate to English: ""king"". So we should use ""king"". So sentence: ""Academia Istropolitana was founded by Miloš Alexander Bazovský and is located in Bratislava; Miloš Alexander Bazovský holds the title king."" Check: we used all facts. Yes. We must not add extra info. That's fine. Output only the sentence(s). Probably one sentence is okay. Could be two short ones: ""Academia Istropolitana was founded by Miloš Alexander Bazovský and is located in Bratislava. Miloš Alexander Bazovský holds the title king."" That's acceptable. I'll output two short sentences."
Id51,geography,,,2,"Trstená has a central square named Čierny Váh, which is located in Trstená.","We need to produce fluent English prose expressing both triples. Triples: 1. Trstená hasCentralSquare Čierny Váh. 2. Čierny Váh isLocatedIn Trstená. We need to translate entities that are not proper named entities into English. ""Trstená"" is a proper name (town). ""Čierny Váh"" is likely a proper name (maybe a river or square). It is a proper named entity, keep as is. Predicate translation: ""hasCentralSquare"" -> ""has a central square"". ""isLocatedIn"" -> ""is located in"". So we need to express both facts. We could say: ""Trstená has a central square called Čierny Váh, which is located in Trstená."" That includes both facts. It uses both. Check: does it add any extra info? It says ""called"". That's just naming, not adding new fact. It's okay because we are just identifying the square. Might be considered adding ""called"". But that's just restating the name, not adding new info. Should be fine. Alternatively: ""The central square of Trstená is Čierny Váh, and Čierny Váh is located in Trstená."" That expresses both. We must not omit any fact. Both facts are there. Let's produce a single sentence: ""Trstená has a central square named Čierny Váh, which is located in Trstená."" That repeats location but okay. Make sure not to add extra. ""named"" is just referencing the name, not adding new fact. Acceptable. Thus final answer."
Id52,geography,,,1,Krahuľský vrch is located above Košice.,"We need to produce a fluent English sentence expressing the triple: subject ""Krahuľský vrch"", predicate ""locatedAbove"", object ""Košice"". Need to translate predicate into English: ""is located above"". So sentence: ""Krahuľský vrch is located above Košice."" That's it. Ensure no extra info."
Id53,history,,,2,"The German colonists began settling Poprad, and their settling period is 2024-12-31.","We need to produce fluent English prose expressing both triples. Subject: ""Nemeckí kolonisti"" which is Czech for ""German colonists"". It's not a proper named entity, so translate to English: ""German colonists"". Predicate ""beganSettling"" => ""began settling"". Object ""Poprad"" is a place name, proper noun, keep as ""Poprad"". Second triple: predicate ""settlingPeriod"" => ""settling period"". Object ""2024-12-31"" is a date. So we need to convey that the German colonists began settling Poprad, and their settling period is 2024-12-31. Could be ""The German colonists began settling Poprad, and their settling period is 2024-12-31."" Or ""The German colonists began settling Poprad; their settling period is 2024-12-31."" Must include both facts. Use only given info. No extra. Ensure date format preserved. Provide single sentence or two short ones. Probably one sentence is fine. Let's craft: ""The German colonists began settling Poprad, and their settling period is 2024-12-31."" That includes both. Ensure no extra. Good."
Id54,geography,,,2,"The Domašínsky meander is located in Ružomberok, which is a district.","We need to produce fluent English prose expressing both triples. Triples: 1. Domašínsky meander isLocatedIn Ružomberok. 2. Ružberg? Actually ""Ružomberok"" is a town, but second triple: Ružomberok isTypeOf okres. ""okres"" is Slovak for ""district"". So we need to translate ""okres"" as a common noun: district. Thus we need to convey: Domašínsky meander is located in Ružomberok, which is a district. Wait ""isTypeOf"" indicates Ružomberok is a type of ""okres"". So Ružomberok is a district. So we can say: Domašínsky meander is located in Ružomberok, which is a district. That includes both facts. Make sure we don't add extra info. Use exactly the facts. Thus sentence: ""The Domašínsky meander is located in Ružomberok, which is a district."" Check: ""Domašínsky meander"" is not a proper name? It's a geographic feature, but we keep as is. Should we add ""the""? Not required but okay. Use ""Domašínsky meander"" as given. Thus final answer."
Id55,culture,,,3,"Dr. Tomáš Stach is a character in the Slovak TV series Doktori, and Ján Palárik played that role.","We need to produce fluent English prose expressing all facts. Triples: 1. Dr. Tomáš Stach | characterIn | Doktori => Dr. Tomáš Stach is a character in Doktori. 2. Doktori | isA | Slovak TV Series => Doktori is a Slovak TV series. 3. Ján Palárik | playedRole | Dr. Tomáš Stach => Ján Palárik played the role of Dr. Tomáš Stach. We need to include all facts. Could combine: Dr. Tomáš Stach is a character in the Slovak TV series Doktori, and Ján Palárik played that role. That covers all. Make sure we don't add extra info. Use proper names as given. ""Doktori"" is a proper name? It's a title, keep as is. ""Slovak TV series"" is a description, not a proper name. So ""the Slovak TV series Doktori"". Good. Sentence: Dr. Tomáš Stach is a character in the Slovak TV series Doktori, and Ján Palárik played that role. That includes all three facts. Check: includes Dr. Tomáš Stach characterIn Doktori, includes Doktori isA Slovak TV Series, includes Ján Palárik playedRole Dr. Tomáš Stach. Yes. Output only sentence(s). One sentence is fine."
Id56,culture,,,4,"The Slovak documentary film titled Cesta Magdalény Robinsonovej, released in 1972, depicts the life story of a Jewish photographer set in the period of the Slovak State.","We need to produce fluent English prose covering all facts. Triples: 1. Slovenský dokumentárny film | title | Cesta Magdalény Robinsonovej => The Slovak documentary film's title is Cesta Magdalény Robinsonovej. So we can say ""The Slovak documentary film titled Cesta Magdalény Robinsonovej..."" 2. Cesta Magdalény Robinsonovej | releaseYear | 1972 => It was released in 1972. 3. Cesta Magdalény Robinsonovej | depicts | životný príbeh židovskej fotografky => It depicts the life story of a Jewish photographer. 4. životný príbeh židovskej fotografky | timePeriod | obdobie Slovenského štátu => The life story of the Jewish photographer is set in the period of the Slovak State. We need to include all facts. So sentence: ""The Slovak documentary film titled Cesta Magdalény Robinsonovej, released in 1972, depicts the life story of a Jewish photographer set in the period of the Slovak State."" Check: includes title, release year, depicts, and time period. All facts covered. Use proper translation: ""Slovak documentary film"" is translation of ""Slovenský dokumentárny film"". Title is proper name. ""obdobie Slovenského štátu"" translates to ""the period of the Slovak State"". Good. Output only sentence(s). One sentence is fine."
